名稱,高度,等,TWD97緯度,TWD97經度,所在地
溪墘厝,6.46 ,Ⅳ,23.49282742 ,120.26174050 ,六腳
下寮,6.89 ,Ⅳ,23.47679253 ,120.26460919 ,六腳
大葛里,8.81 ,Ⅳ,23.46242681 ,120.27898361 ,朴子
東勢寮,11.26 ,Ⅳ,23.46814597 ,120.30021233 ,太保
茄苳腳,10.78 ,Ⅳ,23.44251222 ,120.31541181 ,太保
毛蟹行,14.88 ,Ⅳ,23.40293672 ,120.32694514 ,鹿草
林竹子腳,12.62 ,Ⅳ,23.40170036 ,120.29129522 ,鹿草
海防,10.23 ,Ⅳ,23.42187422 ,120.29397139 ,鹿草
蒜頭,10.24 ,Ⅳ,23.48636233 ,120.30531275 ,六腳
埤頭,11.46 ,Ⅳ,23.50441853 ,120.30011389 ,六腳
新埤,12.95 ,Ⅳ,23.48183908 ,120.33609442 ,太保
太保,14.11 ,Ⅳ,23.45577139 ,120.33289233 ,太保
鹿字草,14.12 ,Ⅳ,23.42229983 ,120.31599867 ,鹿草
鹿子草,14.60 ,Ⅳ,23.40665428 ,120.31442142 ,鹿草
馬稠後,8.50 ,Ⅳ,23.43528025 ,120.28433839 ,朴子
梅子厝,14.21 ,Ⅳ,23.43786544 ,120.33896614 ,朴子
小槺榔,8.79 ,Ⅳ,23.47311469 ,120.28459014 ,朴子
蔦松,8.85 ,Ⅳ,23.51635686 ,120.24118136 ,水林
田尾,10.46 ,Ⅳ,23.49490367 ,120.31859667 ,太保
溪南,13.25 ,Ⅳ,23.50018250 ,120.34494294 ,太保
崙仔頂,10.25 ,Ⅳ,23.45505853 ,120.31219061 ,太保
港子墘,7.66 ,Ⅳ,23.43009369 ,120.25910497 ,朴子
山坑庄上,167.35 ,Ⅳ,23.54922081 ,120.49980167 ,民雄
葉子寮山,127.36 ,Ⅳ,23.56399369 ,120.50461697 ,民雄
芎蕉山,146.69 ,Ⅳ,23.56341200 ,120.51645689 ,大林
大草埔,232.98 ,Ⅳ,23.56320589 ,120.55288092 ,梅山
水尾山,177.52 ,Ⅳ,23.55208689 ,120.54061614 ,梅山
雙溪山,190.53 ,Ⅳ,23.55940236 ,120.53047664 ,大林 梅山
木柵寮山,163.98 ,Ⅳ,23.53356519 ,120.53500067 ,竹崎
竹崎溪角,169.32 ,Ⅳ,23.52886700 ,120.54936600 ,竹崎
海豐科,195.75 ,Ⅳ,23.50460628 ,120.55128042 ,竹崎
江西寮山,230.59 ,Ⅳ,23.47875933 ,120.53191089 ,竹崎
內埔,169.36 ,Ⅳ,23.48876414 ,120.55323683 ,竹崎
鹿滿山,129.88 ,Ⅳ,23.49339631 ,120.52876856 ,竹崎
下宅仔竹山,151.37 ,Ⅳ,23.45785761 ,120.52350511 ,番路
樣仔林,215.68 ,Ⅳ,23.44465844 ,120.55129456 ,中埔
枋樹腳,128.64 ,Ⅳ,23.44215172 ,120.53285242 ,中埔
龍林厝,129.15 ,Ⅳ,23.45983931 ,120.49953211 ,番路
司公廓,58.39 ,Ⅳ,23.45252456 ,120.48557425 ,中埔
坡塘,86.35 ,Ⅳ,23.50193108 ,120.49804419 ,竹崎
番子潭,106.74 ,Ⅳ,23.51107378 ,120.50958100 ,竹崎
公館口山,106.69 ,Ⅳ,23.51825908 ,120.49918533 ,竹崎
草湖子山,106.88 ,Ⅳ,23.53291814 ,120.49706125 ,民雄
陳厝寮,135.72 ,Ⅳ,23.55417936 ,120.48994686 ,民雄
頭叩,44.46 ,Ⅳ,23.56915336 ,120.46607928 ,民雄
大竹圍,116.64 ,Ⅳ,23.52849056 ,120.51437856 ,竹崎
東勢湖,49.47 ,Ⅳ,23.54693578 ,120.45859817 ,民雄
林子尾,39.91 ,Ⅳ,23.51598206 ,120.48234997 ,民雄
中庄後寮,32.25 ,Ⅳ,23.50791919 ,120.44984431 ,嘉義東區
中庄台斗坑,32.84 ,Ⅳ,23.49951864 ,120.45922531 ,嘉義東區
及籃子,81.56 ,Ⅳ,23.50018367 ,120.48339169 ,嘉義東區
北門,32.71 ,Ⅳ,23.48640831 ,120.45411975 ,嘉義東區
中庄上,37.78 ,Ⅳ,23.45753364 ,120.46470633 ,嘉義東區 中埔
埔心,97.51 ,Ⅳ,23.46462739 ,120.48137828 ,嘉義東區
中庄下,38.00 ,Ⅳ,23.44670400 ,120.46642500 ,中埔
過溝,10.10 ,Ⅳ,23.49675700 ,120.22475122 ,六腳
鳶松,8.47 ,Ⅳ,23.48559842 ,120.21172483 ,東石
下鳶松,5.28 ,Ⅳ,23.47231361 ,120.21644217 ,東石
港墘,3.47 ,Ⅳ,23.45455764 ,120.20600600 ,東石
半月,2.18 ,Ⅳ,23.44241100 ,120.21374089 ,朴子
張竹子腳,5.83 ,Ⅳ,23.43123139 ,120.22859994 ,朴子
樹林頭,6.97 ,Ⅳ,23.41159758 ,120.21563506 ,布袋
雙連潭,9.79 ,Ⅳ,23.46166806 ,120.19269375 ,東石
東石港,0.06 ,Ⅳ,23.44887300 ,120.16469619 ,東石
港墘厝,5.11 ,Ⅳ,23.48074914 ,120.18085208 ,東石
金京林,5.52 ,Ⅳ,23.41809233 ,120.18852519 ,布袋
六只崙,2.41 ,Ⅳ,23.42588608 ,120.17168089 ,東石
栗子崙,3.89 ,Ⅳ,23.43942367 ,120.19071447 ,東石
下柵埔,2.54 ,Ⅳ,23.49302694 ,120.19356558 ,東石
下楫子寮,2.29 ,Ⅳ,23.47842686 ,120.22631369 ,六腳
鱉鼓,3.67 ,Ⅳ,23.49235222 ,120.16952597 ,東石
網寮,2.76 ,Ⅳ,23.43695992 ,120.15622858 ,東石
瓦瑤,14.32 ,Ⅳ,23.12682039 ,120.30336950 ,善化
潭頭橋北畔,6.78 ,Ⅳ,23.12346558 ,120.27512042 ,善化
加弄,7.09 ,Ⅳ,23.12169881 ,120.25040217 ,安定
百二甲,10.77 ,Ⅳ,23.13838794 ,120.26465322 ,善化
崁頭,10.68 ,Ⅳ,23.14612950 ,120.26524014 ,善化
胡厝寮,12.26 ,Ⅳ,23.14884828 ,120.27178628 ,善化
六分寮,14.97 ,Ⅳ,23.14624906 ,120.29984092 ,善化
溪尾,13.51 ,Ⅳ,23.15588117 ,120.28126383 ,善化
溪底寮西,7.53 ,Ⅳ,23.16041994 ,120.26487797 ,善化
溪底寮,11.27 ,Ⅳ,23.17210311 ,120.27512586 ,善化
崁子,6.39 ,Ⅳ,23.15499233 ,120.24870711 ,安定
草店尾角,4.39 ,Ⅳ,23.17722972 ,120.22963275 ,麻豆
麻豆口,4.06 ,Ⅳ,23.18348939 ,120.22538661 ,麻豆
後班下,8.24 ,Ⅳ,23.16421536 ,120.23140831 ,麻豆
寮子廓,11.50 ,Ⅳ,23.18725375 ,120.27458183 ,麻豆
六分寮,9.93 ,Ⅳ,23.16669764 ,120.30132481 ,善化
東勢寮,10.67 ,Ⅳ,23.16832381 ,120.31283483 ,善化
三塊厝,16.04 ,Ⅳ,23.15824744 ,120.32875603 ,善化
番子田,18.79 ,Ⅳ,23.20214242 ,120.31666092 ,官田
南廓南,13.06 ,Ⅳ,23.20639622 ,120.30284733 ,官田
新豹尾,9.86 ,Ⅳ,23.19846378 ,120.27245806 ,麻豆
加輦邦,5.07 ,Ⅳ,23.20061700 ,120.25330581 ,麻豆
連表,5.86 ,Ⅳ,23.20836367 ,120.25928664 ,下營
北勢寮,4.07 ,Ⅳ,23.20124514 ,120.23781828 ,麻豆
善化,17.00 ,Ⅳ,23.14109300 ,120.30922000 ,善化
東港,3.10 ,Ⅳ,23.21897119 ,120.23835297 ,下營
客子寮,3.62 ,Ⅳ,23.21539589 ,120.21997417 ,麻豆
九股寮,3.91 ,Ⅳ,23.22632675 ,120.22355142 ,麻豆
田尾崙,2.66 ,Ⅳ,23.24631950 ,120.22928953 ,麻豆
下營,5.83 ,Ⅳ,23.23919917 ,120.27058119 ,下營
南廓北,11.97 ,Ⅳ,23.21886886 ,120.30510608 ,官田
中社,17.56 ,Ⅳ,23.23679131 ,120.32667392 ,六甲
二鎮,18.69 ,Ⅳ,23.21187933 ,120.32388714 ,官田
大估洋,8.78 ,Ⅳ,23.21113436 ,120.29216889 ,官田
瓦瑤,16.68 ,Ⅳ,23.18786203 ,120.30681533 ,官田
溪底寮,9.82 ,Ⅳ,23.17600544 ,120.28980669 ,善化
下營南部,4.97 ,Ⅳ,23.22460733 ,120.26275353 ,下營
烏山頭山,213.55 ,Ⅳ,23.15795011 ,120.44346997 ,玉井 大內
官山,163.21 ,Ⅳ,23.14483292 ,120.43430514 ,玉井 大內
番子埔山,189.32 ,Ⅳ,23.13988556 ,120.45084544 ,玉井
口宵里山,182.49 ,Ⅳ,23.12700344 ,120.43301008 ,大內
貓兒干山,106.53 ,Ⅳ,23.10632472 ,120.43839864 ,玉井
丹目座山,115.19 ,Ⅳ,23.09218394 ,120.44535242 ,玉井
崁頭山,126.98 ,Ⅳ,23.09022789 ,120.43383247 ,玉井
香蘭山,119.05 ,Ⅳ,23.08566172 ,120.42380697 ,玉井
芋匏山,130.31 ,Ⅳ,23.07455786 ,120.42604850 ,玉井
竹子鳥山,117.43 ,Ⅳ,23.04472564 ,120.41775250 ,左鎮
睦光,110.37 ,Ⅳ,23.05846878 ,120.42795061 ,左鎮
水昌山,135.85 ,Ⅳ,23.06886056 ,120.43932283 ,玉井
大貢尾山,148.19 ,Ⅳ,23.07499386 ,120.45336800 ,玉井
半天橋山,124.35 ,Ⅳ,23.06210819 ,120.44784989 ,南化
西埔,125.77 ,Ⅳ,23.05451944 ,120.44368183 ,南化
埔頭,81.42 ,Ⅳ,23.14768583 ,120.48378497 ,楠西
噍吧望,59.82 ,Ⅳ,23.13225122 ,120.45991986 ,玉井
番子厝山,180.79 ,Ⅳ,23.12373561 ,120.47667333 ,玉井
望明,66.01 ,Ⅳ,23.10692525 ,120.46601614 ,玉井
劉陳,69.16 ,Ⅳ,23.10102450 ,120.44854697 ,玉井
三浦,85.04 ,Ⅳ,23.09226356 ,120.48010689 ,玉井
土公山,123.54 ,Ⅳ,23.08039036 ,120.48179083 ,南化 玉井
七嶺山,151.97 ,Ⅳ,23.06260111 ,120.46890953 ,南化
大山,138.71 ,Ⅳ,23.06174581 ,120.48134481 ,南化
番山,142.14 ,Ⅳ,23.05160481 ,120.48133892 ,南化
打鐵尖山,251.15 ,Ⅳ,23.14576928 ,120.50732111 ,楠西
龜丹山,179.00 ,Ⅳ,23.13086258 ,120.50255244 ,楠西
龜丹東山,327.05 ,Ⅳ,23.13090378 ,120.52091461 ,楠西
坑內西山,172.65 ,Ⅳ,23.10618350 ,120.48707825 ,玉井
坑內東山,165.83 ,Ⅳ,23.10634919 ,120.50205853 ,南化 楠西
水山頂山,203.05 ,Ⅳ,23.08418339 ,120.51031617 ,南化
牛崁嶺,277.38 ,Ⅳ,23.06365722 ,120.50944906 ,南化
石頭山,225.72 ,Ⅳ,23.05699108 ,120.49062297 ,南化
竹子尖山,731.57 ,Ⅳ,23.03122217 ,120.50532867 ,內門 南化
芎蕉湖,216.06 ,Ⅳ,23.03537328 ,120.48738611 ,南化
牛埔崎頭山,126.70 ,Ⅳ,23.05401736 ,120.45631242 ,南化
石牌山,134.71 ,Ⅳ,23.08731178 ,120.46643333 ,玉井
外光子林山,105.41 ,Ⅳ,23.02536864 ,120.41737217 ,左鎮
菁埔寮山,125.97 ,Ⅳ,23.01838864 ,120.44056536 ,南化 左鎮
岡子林山,108.30 ,Ⅳ,23.00574228 ,120.42281650 ,左鎮
中坑山,126.56 ,Ⅳ,23.04279164 ,120.45828400 ,南化
石子山,116.49 ,Ⅳ,23.02250878 ,120.46271944 ,南化
心子寮山,171.09 ,Ⅳ,23.01106803 ,120.47124044 ,南化
石松子山,587.06 ,Ⅳ,23.02221472 ,120.49309111 ,南化 內門
頭社,131.75 ,Ⅳ,23.00346597 ,120.50559714 ,內門
下湖,71.10 ,Ⅳ,22.99241056 ,120.33322833 ,龍崎
南嶺山,116.40 ,Ⅳ,22.99389269 ,120.36194642 ,龍崎
嶺頂,123.20 ,Ⅳ,22.98304422 ,120.37404542 ,龍崎
新埔,63.40 ,Ⅳ,22.97439950 ,120.33411661 ,關廟
崎頂,99.30 ,Ⅳ,22.96725831 ,120.35781986 ,關廟
竹子赤山,138.36 ,Ⅳ,22.96213606 ,120.38595397 ,龍崎
馬草山,127.98 ,Ⅳ,22.95653761 ,120.36098889 ,關廟 龍崎
五甲山,56.93 ,Ⅳ,22.94865983 ,120.33323694 ,關廟
土庫,85.08 ,Ⅳ,22.94585844 ,120.34736633 ,關廟
竹腳湖山,121.91 ,Ⅳ,22.94286278 ,120.39656942 ,龍崎
番社山,95.92 ,Ⅳ,22.92676106 ,120.36871686 ,龍崎
北子,29.69 ,Ⅳ,22.94869472 ,120.31648956 ,歸仁
蟻崗山,106.02 ,Ⅳ,22.92892881 ,120.35662942 ,關廟
楠子坑山,121.07 ,Ⅳ,22.93875172 ,120.37305575 ,龍崎
沙崙,29.26 ,Ⅳ,22.93272000 ,120.31078281 ,歸仁
馬稠,26.51 ,Ⅳ,22.92290586 ,120.32501642 ,關廟
查某埤山,76.31 ,Ⅳ,22.91060267 ,120.36684289 ,龍崎
下茅草山,121.30 ,Ⅳ,22.90772769 ,120.39357606 ,田寮
灣子,28.12 ,Ⅳ,22.90580972 ,120.33464925 ,關廟
田中央,58.25 ,Ⅳ,22.90218111 ,120.35890958 ,關廟
吉按潭,19.75 ,Ⅳ,22.89927247 ,120.30287872 ,歸仁
龜洞,32.70 ,Ⅳ,22.89331689 ,120.34677242 ,關廟
放屁山,112.10 ,Ⅳ,22.89266003 ,120.37110303 ,田寮
菜市埔山,102.13 ,Ⅳ,22.89196914 ,120.38510953 ,田寮
竹山,106.48 ,Ⅳ,22.88699722 ,120.37641036 ,田寮
崙子頂,15.44 ,Ⅳ,22.88332481 ,120.30526033 ,阿蓮
古亭,106.47 ,Ⅳ,22.89267267 ,120.40801136 ,田寮
鴛鴦嶺,117.59 ,Ⅳ,22.88770242 ,120.41501583 ,田寮 旗山
烏頭山,235.32 ,Ⅳ,22.92779317 ,120.42208442 ,龍崎
苦苓湖山,129.19 ,Ⅳ,22.93901603 ,120.40588203 ,龍崎
閉眼山,168.55 ,Ⅳ,22.95327931 ,120.41390214 ,龍崎
刺子崙,147.99 ,Ⅳ,22.96179542 ,120.40142442 ,龍崎
土牛崎山,176.27 ,Ⅳ,22.98197114 ,120.39548544 ,龍崎
窩鏡窗,156.40 ,Ⅳ,22.97048406 ,120.41302789 ,左鎮
雍子山,112.77 ,Ⅳ,22.87231758 ,120.42527783 ,田寮
竹園坪山,119.49 ,Ⅳ,22.89592889 ,120.42561761 ,內門
銀錠山,153.38 ,Ⅳ,22.88598022 ,120.44531103 ,田寮
虎頭山,102.95 ,Ⅳ,22.86865614 ,120.47058331 ,旗山
洲子,21.00 ,Ⅳ,22.72315025 ,120.45197461 ,大樹
五命埔,41.82 ,Ⅳ,22.86082833 ,120.48254247 ,旗山
狗頭山,150.21 ,Ⅳ,22.90532333 ,120.47274469 ,內門
埔尾,71.20 ,Ⅳ,22.90829069 ,120.44014169 ,內門
中埔,75.06 ,Ⅳ,22.92584772 ,120.44864606 ,內門
瓦寮,66.45 ,Ⅳ,22.93097675 ,120.46154664 ,內門
牛稠崙頭,95.67 ,Ⅳ,22.94475067 ,120.45342175 ,內門
鯉魚山,130.15 ,Ⅳ,22.95510772 ,120.46738400 ,內門
三里分山,354.98 ,Ⅳ,22.96099544 ,120.43669408 ,龍崎 內門
中心崙,149.44 ,Ⅳ,22.98195572 ,120.46695478 ,內門
牛生樹山,150.38 ,Ⅳ,23.00992958 ,120.44981889 ,左鎮 南化
草山,144.54 ,Ⅳ,22.99103681 ,120.43319422 ,左鎮
潭頂,16.46 ,Ⅳ,23.06430036 ,120.32239106 ,山上
大社,19.53 ,Ⅳ,23.08376364 ,120.32214519 ,山上
北勢洲,21.18 ,Ⅳ,23.10390594 ,120.32717122 ,新市
北勢洲,23.96 ,Ⅳ,23.11627478 ,120.33093350 ,善化
埤子尾,20.72 ,Ⅳ,23.14427122 ,120.34030797 ,善化
頂庄,19.93 ,Ⅳ,23.15768886 ,120.34504531 ,官田
拔子林,32.53 ,Ⅳ,23.17414344 ,120.32691689 ,官田
上官田,32.85 ,Ⅳ,23.18951628 ,120.33528447 ,官田
二鎮東,25.23 ,Ⅳ,23.21912919 ,120.33370256 ,六甲
水漆林,20.29 ,Ⅳ,23.23446575 ,120.33573078 ,六甲
六甲,23.73 ,Ⅳ,23.23863606 ,120.35297919 ,六甲
烏山頭,39.45 ,Ⅳ,23.21333967 ,120.35038278 ,官田
南烏山頭,32.61 ,Ⅳ,23.19819761 ,120.35913742 ,六甲
官田,28.17 ,Ⅳ,23.18509794 ,120.34896525 ,官田
北交力林,41.98 ,Ⅳ,23.16388556 ,120.35702864 ,大內
石子瀨,16.04 ,Ⅳ,23.12173186 ,120.34536925 ,大內
苦瓜寮,20.80 ,Ⅳ,23.11164019 ,120.34804183 ,山上
南洲,19.40 ,Ⅳ,23.09793319 ,120.34978556 ,山上
隙子口,34.50 ,Ⅳ,23.08392147 ,120.34042422 ,山上
那拔林,34.69 ,Ⅳ,23.06905206 ,120.34286067 ,新化
頭前溪,91.30 ,Ⅳ,23.06437500 ,120.37141647 ,左鎮
石子崎,75.18 ,Ⅳ,23.08256100 ,120.37792408 ,山上
牛稠埔,37.13 ,Ⅳ,23.09941789 ,120.36927819 ,山上
內庄,42.97 ,Ⅳ,23.11163197 ,120.36740583 ,大內
蕃子湖,81.33 ,Ⅳ,23.14039775 ,120.37044986 ,大內
上六雙,74.28 ,Ⅳ,23.16918256 ,120.37261314 ,官田
社子,41.92 ,Ⅳ,23.17881058 ,120.36303247 ,官田
竹宅山,114.25 ,Ⅳ,23.17041736 ,120.38718442 ,官田
交力林,104.03 ,Ⅳ,23.15462536 ,120.38357494 ,大內
三崁庄,64.99 ,Ⅳ,23.13262303 ,120.38306772 ,大內
二重溪,37.69 ,Ⅳ,23.12080767 ,120.38538839 ,大內
蒙正,54.60 ,Ⅳ,23.10719517 ,120.37964436 ,大內
牛稠埔,52.35 ,Ⅳ,23.09437600 ,120.38648772 ,山上
牛牧嶺,135.71 ,Ⅳ,23.07728508 ,120.39354489 ,左鎮
菜寮,56.20 ,Ⅳ,23.06353561 ,120.38712742 ,新化
圭梨,77.38 ,Ⅳ,23.06106211 ,120.40923608 ,左鎮
後坑,170.71 ,Ⅳ,23.08734725 ,120.40670036 ,山上
蚵角潭山,101.78 ,Ⅳ,23.10630956 ,120.39300047 ,大內 山上
井子口,124.08 ,Ⅳ,23.11724433 ,120.40352917 ,大內
大匏崙,95.09 ,Ⅳ,23.13246008 ,120.40134939 ,大內
頭社,123.41 ,Ⅳ,23.15011925 ,120.39713242 ,大內
口林山,125.88 ,Ⅳ,23.15317494 ,120.41566803 ,大內
燒灰山,176.13 ,Ⅳ,23.17064250 ,120.41148919 ,官田 大內
東笨潭山,149.06 ,Ⅳ,23.18506800 ,120.40391800 ,官田
笨潭山,113.17 ,Ⅳ,23.19834311 ,120.38823889 ,官田
東烏山頭,91.84 ,Ⅳ,23.21019958 ,120.37027053 ,官田
埔水坑,90.89 ,Ⅳ,23.23952222 ,120.37528675 ,六甲
番子坑山,161.85 ,Ⅳ,23.22588581 ,120.39570056 ,六甲
九重橋山,142.54 ,Ⅳ,23.21546567 ,120.41418011 ,六甲
南九重橋山,117.58 ,Ⅳ,23.19799694 ,120.41124622 ,官田
北勢坑,169.19 ,Ⅳ,23.22438486 ,120.43069303 ,六甲
西港子湖山,187.77 ,Ⅳ,23.23882492 ,120.41993331 ,六甲
西校力林,68.60 ,Ⅳ,23.15183719 ,120.36863611 ,大內
隙子,96.56 ,Ⅳ,23.07173083 ,120.36458578 ,左鎮
石子頭,68.55 ,Ⅳ,23.13127533 ,120.35812883 ,大內
聞源寮,2.51 ,Ⅳ,23.01382819 ,120.19691872 ,台南北區
安順,2.75 ,Ⅳ,23.02997158 ,120.20444008 ,安南
十三殿,2.27 ,Ⅳ,23.04553372 ,120.19696275 ,安南
本淵寮,3.06 ,Ⅳ,23.05224714 ,120.17774028 ,安南
南海尾,2.27 ,Ⅳ,23.01259444 ,120.17546164 ,安南
西海尾,2.73 ,Ⅳ,23.02980278 ,120.16749039 ,安南
南公溫子,3.88 ,Ⅳ,23.05927322 ,120.15727086 ,安南
馬祖溪,2.14 ,Ⅳ,23.04685600 ,120.13371878 ,安南
鹿耳門,0.94 ,Ⅳ,23.03385314 ,120.12451786 ,安南
學甲寮,4.50 ,Ⅳ,23.08252036 ,120.14764111 ,安南
長安,2.54 ,Ⅳ,23.07164725 ,120.19178894 ,安南
十二,5.75 ,Ⅳ,23.06982594 ,120.17483986 ,安南
管寮,5.01 ,Ⅳ,23.08350408 ,120.20139444 ,安定
中港,2.95 ,Ⅳ,23.10414808 ,120.19192897 ,西港
海寮,3.51 ,Ⅳ,23.09707589 ,120.20730347 ,安定
溪埔寮,4.86 ,Ⅳ,23.09221981 ,120.17953794 ,西港
竹橋,2.20 ,Ⅳ,23.09178925 ,120.16441831 ,七股
樹子腳,3.78 ,Ⅳ,23.11444736 ,120.15058881 ,七股
十一分,2.30 ,Ⅳ,23.12062381 ,120.12556758 ,七股
破坪,2.74 ,Ⅳ,23.11040714 ,120.13111281 ,七股
三股寮,2.48 ,Ⅳ,23.10234100 ,120.11627036 ,七股
九股寮,1.47 ,Ⅳ,23.10734414 ,120.09333161 ,七股
永吉,2.72 ,Ⅳ,23.08645594 ,120.12732381 ,七股
青草崙,3.51 ,Ⅳ,23.07396294 ,120.10166025 ,安南
鄭子寮,2.26 ,Ⅳ,23.05180706 ,120.11657564 ,安南
南海寮,1.84 ,Ⅳ,23.03899167 ,120.10293947 ,安南
西本淵寮,2.49 ,Ⅳ,23.04875822 ,120.14665389 ,安南
海尾,2.14 ,Ⅳ,23.03930222 ,120.17202306 ,安南
小北門,13.89 ,Ⅳ,23.00630800 ,120.20886522 ,台南北區
下安順,3.28 ,Ⅳ,23.03624133 ,120.21482794 ,安南
上十三田,4.24 ,Ⅳ,23.05875067 ,120.19571244 ,安南
佳里,5.48 ,Ⅳ,23.07657142 ,120.22095411 ,安定
岳帝寮,4.82 ,Ⅳ,23.08529386 ,120.22266789 ,安定
大溫寮,4.15 ,Ⅳ,23.10191067 ,120.17337678 ,七股
公溫子,3.23 ,Ⅳ,23.07228361 ,120.16230292 ,安南
上茄苳,36.86 ,Ⅳ,23.39461428 ,120.37897269 ,後壁
下樹頭,22.58 ,Ⅳ,23.41705139 ,120.37851844 ,水上
外林,25.39 ,Ⅳ,23.41785117 ,120.40620497 ,水上
港子平,26.46 ,Ⅳ,23.47065511 ,120.41143297 ,嘉義西區
頂塗溝,19.69 ,Ⅳ,23.45858644 ,120.37837325 ,水上
埔心,20.61 ,Ⅳ,23.45089508 ,120.36741642 ,水上
江竹腳,23.19 ,Ⅳ,23.43494967 ,120.37362233 ,水上
下路頭,35.15 ,Ⅳ,23.45817375 ,120.44621778 ,嘉義西區
車店,30.87 ,Ⅳ,23.46802592 ,120.43258231 ,嘉義西區
下寮,27.15 ,Ⅳ,23.45087792 ,120.40232103 ,水上
照安寮,28.54 ,Ⅳ,23.40084386 ,120.41453531 ,白河
糞祺科,42.81 ,Ⅳ,23.39947475 ,120.43393150 ,白河
隆恩山,43.24 ,Ⅳ,23.41378108 ,120.42311761 ,水上
溪州,24.80 ,Ⅳ,23.43609503 ,120.42853297 ,水上
埤斗,32.03 ,Ⅳ,23.44669447 ,120.43643200 ,水上
大埔,28.00 ,Ⅳ,23.48842728 ,120.42207392 ,嘉義西區
魚寮,16.76 ,Ⅳ,23.47461358 ,120.36337244 ,太保
嘉義機場,22.07 ,Ⅳ,23.47150386 ,120.39140486 ,太保
邦埤,22.73 ,Ⅳ,23.38672567 ,120.36784603 ,後壁
南靖,21.60 ,Ⅳ,23.40558400 ,120.36874886 ,水上
崁頭,17.48 ,Ⅳ,23.38436925 ,120.34258675 ,後壁
後寮,21.99 ,Ⅳ,23.41493569 ,120.35242839 ,水上
大崙,17.05 ,Ⅳ,23.43922906 ,120.35351358 ,太保
海洋厝,14.49 ,Ⅳ,23.47553992 ,120.35002708 ,太保
店子後,24.52 ,Ⅳ,23.43237072 ,120.39454372 ,水上
外枋子林,30.08 ,Ⅳ,23.38370900 ,120.40104700 ,白河
番子寮,29.72 ,Ⅳ,23.42403364 ,120.42883492 ,水上
牛稠溪,23.43 ,Ⅳ,23.50926503 ,120.41403839 ,民雄
瓦厝,15.61 ,Ⅳ,23.49030933 ,120.35689903 ,太保
麻魚寮,19.28 ,Ⅳ,23.49428464 ,120.37024375 ,太保
埤麻腳,18.54 ,Ⅳ,23.48371736 ,120.37849042 ,太保
上馬林,19.46 ,Ⅳ,23.01365394 ,120.30277783 ,新化
洋子,14.28 ,Ⅳ,23.02659831 ,120.30683844 ,新化
知母義山,43.97 ,Ⅳ,23.02309464 ,120.32212947 ,新化
後田,14.03 ,Ⅳ,23.01443928 ,120.29166769 ,永康
牛埔,9.18 ,Ⅳ,23.01697194 ,120.26777075 ,永康
崎坑,15.54 ,Ⅳ,23.03897622 ,120.31797464 ,新化
馬鬼厝,14.49 ,Ⅳ,23.05080936 ,120.31795144 ,新化
崙子頂,11.24 ,Ⅳ,23.06131356 ,120.30909078 ,新市
北勢,10.12 ,Ⅳ,23.04683864 ,120.30239425 ,新化
社內,5.36 ,Ⅳ,23.06565606 ,120.27218467 ,新市
新和,57.26 ,Ⅳ,23.01776978 ,120.33924703 ,新化
後寮子,84.69 ,Ⅳ,23.00209556 ,120.34288786 ,新化
大山,40.44 ,Ⅳ,23.04152692 ,120.33509161 ,新化
蔡厝,74.25 ,Ⅳ,23.03893006 ,120.35243358 ,新化
口碑山,84.49 ,Ⅳ,23.02266614 ,120.35075594 ,新化
森山,50.56 ,Ⅳ,23.05211650 ,120.33676778 ,新化
新化觀音山,152.29 ,Ⅳ,23.00446961 ,120.37797681 ,新化
臭腳崎,135.20 ,Ⅳ,23.01726200 ,120.37432739 ,新化
蚵殼坑山,137.94 ,Ⅳ,23.02807786 ,120.38530119 ,左鎮
九層嶺,118.00 ,Ⅳ,23.03506761 ,120.37318842 ,新化
三十六崙山,99.96 ,Ⅳ,23.04281536 ,120.36704603 ,新化
大松樹山,128.01 ,Ⅳ,23.05225397 ,120.38494950 ,左鎮
三崁山,139.27 ,Ⅳ,23.04458847 ,120.38948067 ,左鎮
左鎮山,138.03 ,Ⅳ,23.03595431 ,120.40343275 ,左鎮
山豹山,162.54 ,Ⅳ,23.01723169 ,120.40648714 ,左鎮
大灣,7.85 ,Ⅳ,23.00780514 ,120.26392319 ,永康
樹子腳,12.89 ,Ⅳ,23.02587633 ,120.28169039 ,永康
蜈蜞潭,8.65 ,Ⅳ,23.02847214 ,120.26537264 ,永康
竹林,7.30 ,Ⅳ,23.04173617 ,120.26206769 ,永康
洋子港,5.49 ,Ⅳ,23.05410811 ,120.26989742 ,永康
大洲,4.21 ,Ⅳ,23.06818883 ,120.26043867 ,新市
堤塘,3.09 ,Ⅳ,23.09469392 ,120.26287781 ,新市
宅子內,7.28 ,Ⅳ,23.08398175 ,120.28134883 ,新市
大道公,5.84 ,Ⅳ,23.10746383 ,120.28096622 ,新市
道爺,4.51 ,Ⅳ,23.09421731 ,120.27102011 ,新市
益民寮,10.01 ,Ⅳ,23.11916222 ,120.29028497 ,善化
和庄,14.16 ,Ⅳ,23.11851853 ,120.30845225 ,善化
德王,15.44 ,Ⅳ,23.10612719 ,120.31541531 ,新市
九間,10.60 ,Ⅳ,23.08365494 ,120.30535700 ,新市
車場,9.05 ,Ⅳ,23.08174356 ,120.29702369 ,新市
