名稱,高度,等,TWD97緯度,TWD97經度,所在地
獅子頭,495.53 ,Ⅳ,24.01381261 ,120.95447506 ,埔里
日北社,434.50 ,Ⅳ,23.97787056 ,120.93199433 ,埔里
恆吉城,436.78 ,Ⅳ,23.97594839 ,120.94937078 ,埔里
林子城,441.69 ,Ⅳ,23.98736175 ,120.95979183 ,埔里
福興,453.43 ,Ⅳ,24.00989086 ,120.96899117 ,埔里
蜈蚣崙,602.80 ,Ⅳ,23.97742614 ,120.99835208 ,埔里
埔里社,450.22 ,Ⅳ,23.96880156 ,120.96887089 ,埔里
中心頭,444.07 ,Ⅳ,23.95490033 ,120.98382192 ,埔里
茄苳腳,452.42 ,Ⅳ,23.95228081 ,120.96586683 ,埔里
培亭山,588.85 ,Ⅳ,23.94883919 ,120.94583117 ,埔里
五港泉,491.54 ,Ⅳ,23.93717150 ,120.98796703 ,埔里
珠仔山,460.28 ,Ⅳ,23.93870975 ,120.96067814 ,埔里
牛相觸,439.14 ,Ⅳ,23.96478697 ,120.94162600 ,埔里
龍岩厝,19.41 ,Ⅳ,23.63051722 ,120.32164842 ,元長
庄後塚山,10.16 ,Ⅳ,23.62093858 ,120.29310556 ,北港
紅毛路,11.29 ,Ⅳ,23.62047917 ,120.25351511 ,水林
砂崙園,8.52 ,Ⅳ,23.60407344 ,120.25226792 ,水林
三腳埔崙,15.58 ,Ⅳ,23.59610650 ,120.29469939 ,北港
好收,17.43 ,Ⅳ,23.59711922 ,120.27946475 ,北港
聖媽溝,5.94 ,Ⅳ,23.59115381 ,120.24345019 ,水林
吳兒玩崙,12.46 ,Ⅳ,23.58774006 ,120.26831275 ,北港
崙公頂,9.12 ,Ⅳ,23.57581600 ,120.27960642 ,北港
西勢崙,8.25 ,Ⅳ,23.57214056 ,120.23274317 ,水林
廓庭,13.94 ,Ⅳ,23.54996739 ,120.26203525 ,水林
六腳國小,17.60 ,Ⅳ,23.53251597 ,120.26177628 ,六腳
莿子腳,9.68 ,Ⅳ,23.51886806 ,120.25658272 ,六腳
山子墓,6.96 ,Ⅳ,23.51072075 ,120.27004664 ,新港
魚寮崙,4.91 ,Ⅳ,23.51686197 ,120.22200778 ,水林
新街,13.78 ,Ⅳ,23.58330122 ,120.30292611 ,北港
三角崙子,11.51 ,Ⅳ,23.53916328 ,120.32304425 ,新港
泊雁塚,12.09 ,Ⅳ,23.52219631 ,120.31538031 ,新港
六斗崙,13.75 ,Ⅳ,23.56092339 ,120.27174008 ,水林
大沙崙,13.85 ,Ⅳ,23.56917333 ,120.31313253 ,北港
後寮埔崙子,9.88 ,Ⅳ,23.54706689 ,120.23555744 ,水林
馬厝墓,8.14 ,Ⅳ,23.54682256 ,120.31003083 ,北港
士獅瓦瑤,11.40 ,Ⅳ,23.51395178 ,120.28641422 ,六腳
過溝子,8.29 ,Ⅳ,23.53487944 ,120.30279172 ,六腳
鹽水埔,10.94 ,Ⅳ,23.54515456 ,120.28147125 ,北港 六腳
圓頭大岸,13.07 ,Ⅳ,23.51002092 ,120.32375581 ,新港
林斗崙,11.31 ,Ⅳ,23.60710292 ,120.29873231 ,北港
番尾坑山,429.31 ,Ⅳ,23.59445275 ,120.58333881 ,古坑
到孔山,279.22 ,Ⅳ,23.59484811 ,120.56928336 ,古坑
大堀頂,240.69 ,Ⅳ,23.61079222 ,120.57231783 ,古坑
大坪頂,401.29 ,Ⅳ,23.62367281 ,120.59176950 ,古坑
九芎坑,256.37 ,Ⅳ,23.57176194 ,120.56159864 ,梅山
開元後山,161.60 ,Ⅳ,23.58862222 ,120.52961683 ,大林
崎頭,73.06 ,Ⅳ,23.60041950 ,120.51382311 ,大林
廓子,145.59 ,Ⅳ,23.59100731 ,120.55392936 ,古坑
過溪,50.85 ,Ⅳ,23.60854108 ,120.49471864 ,水上
山崙子,82.22 ,Ⅳ,23.58358039 ,120.50649775 ,大林
員埔洋,43.11 ,Ⅳ,23.59000514 ,120.48461731 ,水上
頭家,36.22 ,Ⅳ,23.60395467 ,120.46630253 ,大林
橋子頭,32.89 ,Ⅳ,23.62796086 ,120.46119033 ,大林
內林,39.63 ,Ⅳ,23.62069997 ,120.47683500 ,大林
林子頭,46.58 ,Ⅳ,23.60582808 ,120.48250719 ,大林
石龜溪,41.54 ,Ⅳ,23.63839275 ,120.48567342 ,斗南
阿丹,48.23 ,Ⅳ,23.64170311 ,120.50892906 ,斗南
東耕,62.36 ,Ⅳ,23.63544794 ,120.53081525 ,古坑
大丘園,84.48 ,Ⅳ,23.63355169 ,120.54762700 ,古坑
山豬崛,165.50 ,Ⅳ,23.60659964 ,120.55465892 ,古坑
半天寮,442.52 ,Ⅳ,23.60674086 ,120.59122811 ,古坑
溪底寮,92.76 ,Ⅳ,23.61932136 ,120.53830319 ,古坑
拔子林頭埔,71.44 ,Ⅳ,23.61268897 ,120.52180083 ,古坑
崁腳,125.06 ,Ⅳ,23.59943614 ,120.53709878 ,古坑
擺科崙,7.00 ,Ⅳ,23.62989825 ,120.20141844 ,四湖
蔡厝莊,13.17 ,Ⅳ,23.60005008 ,120.21594547 ,四湖 水林
鱉潭,9.85 ,Ⅳ,23.60788025 ,120.19923611 ,口湖
施厝湖口,6.52 ,Ⅳ,23.63223556 ,120.21821433 ,四湖
頂桂山,9.68 ,Ⅳ,23.63730100 ,120.18752114 ,四湖
四秋湖,4.49 ,Ⅳ,23.56471206 ,120.22665189 ,水林
貓號崙,4.12 ,Ⅳ,23.62993528 ,120.16168931 ,口湖
箔子寮,1.00 ,Ⅳ,23.61567025 ,120.14411808 ,口湖
金湖,2.59 ,Ⅳ,23.57022653 ,120.15739369 ,口湖
蚶子寮,5.98 ,Ⅳ,23.54920672 ,120.15611100 ,口湖
溪埔,1.32 ,Ⅳ,23.52280183 ,120.15695475 ,口湖
十差,3.01 ,Ⅳ,23.52012706 ,120.20358450 ,水林
土子埔,1.90 ,Ⅳ,23.51632289 ,120.18793278 ,水林
下泉塭,4.06 ,Ⅳ,23.54502803 ,120.21370772 ,水林
浮圳,1.84 ,Ⅳ,23.55372403 ,120.18400042 ,口湖
壁邊崙,5.67 ,Ⅳ,23.59632783 ,120.18365444 ,口湖
蚶寮,5.47 ,Ⅳ,23.60609439 ,120.16600981 ,口湖
槺榔崙,7.78 ,Ⅳ,23.59557628 ,120.19685636 ,口湖
西勢,6.51 ,Ⅳ,23.57628106 ,120.18688633 ,口湖
沙崙湖,5.16 ,Ⅳ,23.57489731 ,120.17316947 ,口湖
無尾屯,2.56 ,Ⅳ,23.53955214 ,120.17013306 ,口湖
陳厝崙,6.13 ,Ⅳ,23.57768392 ,120.20915992 ,水林
中埔,2.38 ,Ⅳ,23.54393503 ,120.19952469 ,口湖
賬崙,10.99 ,Ⅳ,23.61544969 ,120.21965128 ,四湖
舊庄,12.37 ,Ⅳ,23.50511875 ,120.20524506 ,東石
鞅溪子,3.22 ,Ⅳ,23.50359136 ,120.17788025 ,東石
海坪,2.52 ,Ⅳ,23.51080025 ,120.15681883 ,東石
麻虱目,2.68 ,Ⅳ,23.61261275 ,120.16429233 ,口湖
竹頭角,70.71 ,Ⅳ,23.69293028 ,120.57803294 ,古坑
咬狗,70.68 ,Ⅳ,23.70876369 ,120.58656483 ,林內
林子頭,79.42 ,Ⅳ,23.67658467 ,120.56832972 ,古坑
劉厝莊,65.08 ,Ⅳ,23.67275322 ,120.55328281 ,斗六
內林山,146.85 ,Ⅳ,23.70771364 ,120.60532017 ,斗六
林仔頭,94.82 ,Ⅳ,23.67324867 ,120.57918692 ,古坑
古坑觀音山,215.21 ,Ⅳ,23.66555900 ,120.59494719 ,古坑
棋盤厝,107.05 ,Ⅳ,23.68215153 ,120.59999264 ,古坑
水對,86.25 ,Ⅳ,23.65529789 ,120.56209992 ,古坑
頂湳子,66.86 ,Ⅳ,23.64900414 ,120.54636169 ,古坑
小溪子山,225.88 ,Ⅳ,23.65159142 ,120.58962925 ,古坑
林頭,58.12 ,Ⅳ,23.71582286 ,120.56904042 ,斗六
分子林山,211.56 ,Ⅳ,23.73808694 ,120.61616744 ,林內
斗六,51.89 ,Ⅳ,23.70543231 ,120.54641053 ,斗六
溪州子,55.47 ,Ⅳ,23.69536239 ,120.54513017 ,斗六
雲林,51.15 ,Ⅳ,23.72169925 ,120.55582572 ,斗六
下十三分,53.94 ,Ⅳ,23.74485836 ,120.56836231 ,斗六
新興,48.36 ,Ⅳ,23.76276664 ,120.54537525 ,莿桐
山子頂,73.95 ,Ⅳ,23.73547714 ,120.59519789 ,林內
鹽讚,72.28 ,Ⅳ,23.76746711 ,120.59525658 ,林內
田子埔,58.79 ,Ⅳ,23.73374553 ,120.58229614 ,斗六
九芎林,66.21 ,Ⅳ,23.74970858 ,120.59502575 ,林內
土地公,56.61 ,Ⅳ,23.76532408 ,120.56701817 ,莿桐
烏土,81.11 ,Ⅳ,23.77503742 ,120.60768858 ,林內
新庄子,24.03 ,Ⅳ,23.73908594 ,120.37803058 ,土庫
雞心,20.20 ,Ⅳ,23.69003239 ,120.38418889 ,土庫
下店子,18.63 ,Ⅳ,23.66793147 ,120.38057061 ,土庫
三塊厝,23.34 ,Ⅳ,23.74866683 ,120.39890947 ,二崙
打牛湳,20.70 ,Ⅳ,23.76116228 ,120.40380478 ,二崙
田尾,23.10 ,Ⅳ,23.76033250 ,120.42609453 ,二崙
大和寮,26.13 ,Ⅳ,23.74494589 ,120.43290825 ,西螺
淇武蘭,4.00 ,Ⅳ,24.81521417 ,121.78938752 ,礁溪
公館仔,29.26 ,Ⅳ,23.74493644 ,120.44713642 ,西螺
新店,17.88 ,Ⅳ,23.76557622 ,120.38398139 ,二崙
九塊厝,25.82 ,Ⅳ,23.75650306 ,120.43570331 ,西螺
安溪寮,26.95 ,Ⅳ,23.73167817 ,120.44134025 ,虎尾
淇武蘭,4.00 ,Ⅳ,24.81521417 ,121.78938752 ,礁溪
北溪厝,21.73 ,Ⅳ,23.71734875 ,120.40378878 ,虎尾
雞埔,20.76 ,Ⅳ,23.73143742 ,120.39715436 ,虎尾
吳莊,37.84 ,Ⅳ,23.70530986 ,120.41002214 ,虎尾
平和厝,30.16 ,Ⅳ,23.70514683 ,120.45167933 ,虎尾
五間厝,25.05 ,Ⅳ,23.69838300 ,120.43066150 ,虎尾
番子堀,20.16 ,Ⅳ,23.67523583 ,120.40364403 ,虎尾
蕃薯,27.58 ,Ⅳ,23.69243900 ,120.44873261 ,虎尾
港墘,25.16 ,Ⅳ,23.67444900 ,120.44281136 ,斗南
埤頭,26.22 ,Ⅳ,23.66159178 ,120.44232122 ,大埤
埔姜崙,23.78 ,Ⅳ,23.66506203 ,120.42145414 ,大埤
大埤,20.95 ,Ⅳ,23.64854153 ,120.42496881 ,大埤
埤寮,18.21 ,Ⅳ,23.65107147 ,120.38467531 ,元長
溪子崙,7.63 ,Ⅳ,23.66183500 ,120.15378978 ,四湖
三條崙,5.64 ,Ⅳ,23.64618675 ,120.16024861 ,四湖
林厝寮,3.88 ,Ⅳ,23.66066033 ,120.17168928 ,四湖
埔子園,4.97 ,Ⅳ,23.67793233 ,120.17788306 ,四湖
丘厝,8.25 ,Ⅳ,23.67027656 ,120.19457533 ,台西
溪尾,6.56 ,Ⅳ,23.66162603 ,120.19308406 ,四湖
羊稠厝,7.67 ,Ⅳ,23.64385064 ,120.20930553 ,四湖
頂客厝子,2.15 ,Ⅳ,23.68637403 ,120.20284233 ,台西
泉州厝,8.38 ,Ⅳ,23.67668575 ,120.21418764 ,台西
望海厝,8.24 ,Ⅳ,23.66847603 ,120.23015825 ,雲林東勢
四湖,12.92 ,Ⅳ,23.65016944 ,120.23058203 ,四湖
沙崙腳,9.22 ,Ⅳ,23.64333400 ,120.25291178 ,四湖
魚寮,11.09 ,Ⅳ,23.64049706 ,120.26816597 ,四湖
溪底,11.80 ,Ⅳ,23.66112553 ,120.26344244 ,元長
東勢厝,15.22 ,Ⅳ,23.67922069 ,120.24802789 ,雲林東勢
東勢厝,9.77 ,Ⅳ,23.67831758 ,120.26438861 ,雲林東勢
蟳廣崙,12.06 ,Ⅳ,23.69136417 ,120.27007422 ,雲林東勢
路兒潭,11.08 ,Ⅳ,23.69495689 ,120.23974694 ,雲林東勢
圳頂,7.15 ,Ⅳ,23.70813333 ,120.23266600 ,雲林東勢
呂祖厝,6.32 ,Ⅳ,23.69853211 ,120.21695606 ,台西
海口港,4.19 ,Ⅳ,23.70276575 ,120.19104486 ,台西
崙子頂,5.94 ,Ⅳ,23.71878272 ,120.22155442 ,台西
阿勒厝,8.27 ,Ⅳ,23.71200783 ,120.24937414 ,雲林東勢
同安厝,21.98 ,Ⅳ,23.72028042 ,120.26227797 ,雲林東勢
番子寮,13.68 ,Ⅳ,23.72344289 ,120.24491131 ,雲林東勢
草寮,8.91 ,Ⅳ,23.73785028 ,120.21950397 ,台西
韓前寮,6.51 ,Ⅳ,23.74190308 ,120.23891614 ,台西
興北寮,11.28 ,Ⅳ,23.74242311 ,120.26401792 ,麥寮
瓦窯,16.04 ,Ⅳ,23.75987267 ,120.26570044 ,麥寮
保安林,16.71 ,Ⅳ,23.76924722 ,120.24944831 ,麥寮
林厝寮,4.20 ,Ⅳ,23.67537656 ,120.16359567 ,四湖
舊社,37.18 ,Ⅳ,23.66833847 ,120.48372714 ,斗南
枋橋,52.37 ,Ⅳ,23.65900669 ,120.53636236 ,斗六
九老爺,43.72 ,Ⅳ,23.67893867 ,120.52122528 ,斗六
將軍崙,38.46 ,Ⅳ,23.67692161 ,120.49256556 ,斗南
林子,35.49 ,Ⅳ,23.65524753 ,120.48540853 ,斗南
下田頭,29.96 ,Ⅳ,23.69959061 ,120.48677256 ,斗南
保長廓,38.24 ,Ⅳ,23.70903633 ,120.51625597 ,斗六
小東,30.80 ,Ⅳ,23.69115931 ,120.47118225 ,斗南
上田頭,33.10 ,Ⅳ,23.71148406 ,120.49558931 ,斗南
崙子,37.49 ,Ⅳ,23.72298192 ,120.51374644 ,斗六
油車子,39.76 ,Ⅳ,23.73890075 ,120.52308006 ,莿桐
溪底子,35.35 ,Ⅳ,23.73666514 ,120.50037122 ,莿桐
中園,34.57 ,Ⅳ,23.73728203 ,120.48610075 ,虎尾
中興,33.64 ,Ⅳ,23.75007186 ,120.48604981 ,莿桐
頂過溪子,30.67 ,Ⅳ,23.73194792 ,120.46979678 ,虎尾
大潭,45.32 ,Ⅳ,23.69304397 ,120.53037744 ,斗六
溪底大,31.15 ,Ⅳ,23.70899483 ,120.46851497 ,虎尾
頂油車子,43.29 ,Ⅳ,23.75235725 ,120.52879436 ,莿桐
興北,43.33 ,Ⅳ,23.77539297 ,120.52035575 ,莿桐
大東,31.69 ,Ⅳ,23.67687281 ,120.46206664 ,斗南
小茄苳,31.30 ,Ⅳ,23.78034889 ,120.47505764 ,西螺
大茄苳,38.38 ,Ⅳ,23.79030092 ,120.48534206 ,西螺
莿桐巷,38.80 ,Ⅳ,23.76248358 ,120.49661372 ,莿桐
山子內,19.23 ,Ⅳ,23.67772914 ,120.30796325 ,元長
元長,15.41 ,Ⅳ,23.65454075 ,120.31330189 ,元長
呂厝,11.86 ,Ⅳ,23.66997656 ,120.27843942 ,元長
月眉,12.32 ,Ⅳ,23.68621806 ,120.28653833 ,雲林東勢
大部,17.50 ,Ⅳ,23.70182450 ,120.31302731 ,褒忠
龍岩厝,14.86 ,Ⅳ,23.71625317 ,120.32367914 ,褒忠
新湖,21.89 ,Ⅳ,23.71343903 ,120.30569308 ,褒忠
新厝子,11.54 ,Ⅳ,23.73624497 ,120.29375978 ,麥寮
有才寮,7.51 ,Ⅳ,23.73160542 ,120.28053544 ,雲林東勢
新湖,13.00 ,Ⅳ,23.70271419 ,120.28560833 ,褒忠
霄仁,9.61 ,Ⅳ,23.75607144 ,120.28506306 ,麥寮
興化厝,10.75 ,Ⅳ,23.77237828 ,120.29690861 ,麥寮
菓葉園,23.06 ,Ⅳ,23.67899044 ,120.34887331 ,土庫
馬光厝,15.80 ,Ⅳ,23.70309214 ,120.33727419 ,土庫
寮仔,13.86 ,Ⅳ,23.73972289 ,120.32860783 ,褒忠
大廓,15.15 ,Ⅳ,23.70339633 ,120.32871061 ,褒忠
三崁店,17.87 ,Ⅳ,23.66796767 ,120.33216392 ,元長
新厝,18.11 ,Ⅳ,23.76666908 ,120.36393428 ,崙背
王厝寮,18.83 ,Ⅳ,23.73676117 ,120.34882231 ,褒忠
山子腳,21.72 ,Ⅳ,23.72500869 ,120.36814503 ,土庫
合和,19.31 ,Ⅳ,23.65669656 ,120.29629953 ,元長
碼光,23.94 ,Ⅳ,23.70702214 ,120.36343050 ,土庫
元長,11.42 ,Ⅳ,23.64336300 ,120.30627514 ,元長
潭墘,18.62 ,Ⅳ,23.63819042 ,120.33253597 ,元長
中眉,15.90 ,Ⅳ,23.76864578 ,120.33484553 ,崙背
五塊厝,17.41 ,Ⅳ,23.76252661 ,120.32367967 ,崙背
小北港,3.72 ,Ⅳ,23.35985308 ,120.18687347 ,布袋
好美,5.64 ,Ⅳ,23.33301894 ,120.13678625 ,布袋
蚵寮,7.16 ,Ⅳ,23.27824775 ,120.14537086 ,北門
後鎮,2.97 ,Ⅳ,23.36134194 ,120.21049447 ,義竹
雙春,0.39 ,Ⅳ,23.31885783 ,120.12867964 ,北門
三塊厝,1.66 ,Ⅳ,23.31150631 ,120.13941736 ,北門
新圍,1.07 ,Ⅳ,23.29531836 ,120.14840058 ,北門
王爺港,2.55 ,Ⅳ,23.27981142 ,120.12696922 ,北門
柯仔寮,2.89 ,Ⅳ,23.25993983 ,120.11140875 ,北門
社子頭,5.44 ,Ⅳ,23.29907872 ,120.17007175 ,北門
西埔內,5.61 ,Ⅳ,23.26791933 ,120.13426767 ,北門
北馬,2.31 ,Ⅳ,23.31105775 ,120.15942972 ,布袋 北門
芋子寮,2.70 ,Ⅳ,23.31751553 ,120.17909842 ,義竹
頂灣,4.17 ,Ⅳ,23.31032886 ,120.19430808 ,義竹
貳港子,1.92 ,Ⅳ,23.26841422 ,120.18876214 ,學甲
林子內,4.30 ,Ⅳ,23.32640483 ,120.20394864 ,義竹
埤子頭,3.41 ,Ⅳ,23.34531492 ,120.21699550 ,義竹
頂過路子,4.60 ,Ⅳ,23.30511567 ,120.21452428 ,義竹
孫寮,8.62 ,Ⅳ,23.29146461 ,120.21296603 ,布袋 鹽水 學甲
新厝,7.29 ,Ⅳ,23.38521686 ,120.16727381 ,布袋
大寮,3.97 ,Ⅳ,23.36974375 ,120.17566667 ,布袋
郭岒寮,2.15 ,Ⅳ,23.35795764 ,120.16092531 ,布袋
郭岑寮,2.38 ,Ⅳ,23.34422858 ,120.16631536 ,布袋
髻交,3.68 ,Ⅳ,23.40397444 ,120.17955181 ,布袋
考試潭,5.53 ,Ⅳ,23.40211497 ,120.19908767 ,布袋
布袋山,8.22 ,Ⅳ,23.39887164 ,120.21257978 ,布袋
紅茄萣,5.68 ,Ⅳ,23.28581969 ,120.17841375 ,北門
麻油寮,2.77 ,Ⅳ,23.26561406 ,120.20695158 ,鹽水
海軍水路覘標,1.56 ,Ⅳ,23.36841281 ,120.14030322 ,北門
海軍水路覘標,0.95 ,Ⅳ,23.27194486 ,120.08794297 ,北門
頭橋,39.97 ,Ⅳ,23.51808586 ,120.44324186 ,民雄
埤角,44.01 ,Ⅳ,23.52514658 ,120.45220958 ,民雄
東後寮,6.96 ,Ⅳ,23.38173228 ,120.24131978 ,義竹
山腳寮,4.56 ,Ⅳ,23.36407317 ,120.23636364 ,義竹
角帶圍,11.12 ,Ⅳ,23.35210189 ,120.25953875 ,義竹
下潭西,10.58 ,Ⅳ,23.37075981 ,120.28319658 ,鹿草
下潭北,8.32 ,Ⅳ,23.38395383 ,120.27846797 ,鹿草
菁寮,12.68 ,Ⅳ,23.38132664 ,120.32130100 ,後壁
下長短樹,15.18 ,Ⅳ,23.35666458 ,120.32920028 ,後壁
竹圍後,11.39 ,Ⅳ,23.35177050 ,120.30565261 ,後壁
埤洋,14.50 ,Ⅳ,23.32824075 ,120.32578644 ,新營
菜公堂,10.19 ,Ⅳ,23.34277831 ,120.28790533 ,鹽水
鹽水港東,6.42 ,Ⅳ,23.32496739 ,120.27500939 ,鹽水
岸內,7.57 ,Ⅳ,23.33118431 ,120.25700961 ,鹽水
頭竹圍,7.34 ,Ⅳ,23.33039100 ,120.23596156 ,義竹
鹽水港西,6.41 ,Ⅳ,23.31498417 ,120.25806158 ,鹽水
番子寮,6.18 ,Ⅳ,23.30063167 ,120.22977908 ,鹽水
後寮,5.34 ,Ⅳ,23.29986556 ,120.24735061 ,鹽水
角帶圍,9.51 ,Ⅳ,23.28527883 ,120.27126772 ,新營
新營西,12.74 ,Ⅳ,23.29221842 ,120.29068269 ,新營
新營,11.12 ,Ⅳ,23.30359175 ,120.30326533 ,新營
旺公廟,12.69 ,Ⅳ,23.31465108 ,120.31980078 ,新營
太康,14.96 ,Ⅳ,23.29515228 ,120.32084111 ,後壁
查畝營,13.84 ,Ⅳ,23.27096956 ,120.31592536 ,柳營
龜子港,14.36 ,Ⅳ,23.25407331 ,120.32011586 ,六甲
麻豆寮,12.42 ,Ⅳ,23.25847583 ,120.29830253 ,下營
五間厝,11.27 ,Ⅳ,23.27443653 ,120.28798144 ,柳營
中庄,7.35 ,Ⅳ,23.25517753 ,120.28092094 ,下營
竹子腳,5.62 ,Ⅳ,23.27732367 ,120.25042561 ,鹽水
下林子,5.28 ,Ⅳ,23.26169272 ,120.25330103 ,鹽水
大埔,3.95 ,Ⅳ,23.26194833 ,120.22754422 ,鹽水
後壁寮,20.67 ,Ⅳ,23.37279556 ,120.36013528 ,後壁
蕭寮,18.17 ,Ⅳ,23.35152019 ,120.35211414 ,後壁
安溪寮,22.12 ,Ⅳ,23.34015819 ,120.36505911 ,後壁
新港東,16.24 ,Ⅳ,23.33355039 ,120.34199244 ,後壁
卯舍,15.76 ,Ⅳ,23.32160436 ,120.33903081 ,新營
頂窩東,18.18 ,Ⅳ,23.30652444 ,120.35148372 ,東山
田尾,19.63 ,Ⅳ,23.30711017 ,120.36494761 ,東山
萊公,16.01 ,Ⅳ,23.29307825 ,120.33958778 ,柳營
路東,15.68 ,Ⅳ,23.28257436 ,120.33412675 ,柳營
新厝子,19.05 ,Ⅳ,23.26457744 ,120.35158344 ,柳營
果毅後南,21.56 ,Ⅳ,23.25079033 ,120.35920236 ,柳營
新庄,6.62 ,Ⅳ,23.36247614 ,120.25126164 ,義竹
中庄,11.25 ,Ⅳ,23.35688353 ,120.29016308 ,後壁
後鎮,13.42 ,Ⅳ,23.33390144 ,120.30477367 ,新營
茄苳腳北,9.21 ,Ⅳ,23.31063339 ,120.28736353 ,新營
木屐寮,400.99 ,Ⅳ,23.53536169 ,120.58015192 ,竹崎
瓦厝埔,197.55 ,Ⅳ,23.51941889 ,120.57200433 ,竹崎
埤頭,346.96 ,Ⅳ,23.51031400 ,120.58037761 ,竹崎
金獅寮,391.32 ,Ⅳ,23.51764247 ,120.60142106 ,竹崎
下半天,484.04 ,Ⅳ,23.56622117 ,120.57793356 ,梅山
南靖寮,319.17 ,Ⅳ,23.55567208 ,120.56604119 ,梅山
茅子埔山,"1,048.35 ",Ⅳ,23.55672803 ,120.59877944 ,梅山
犁園寮,"1,039.67 ",Ⅳ,23.54734147 ,120.61618572 ,竹崎
犁園寮,774.59 ,Ⅳ,23.54438600 ,120.62999000 ,梅山
九芎坪山,"1,038.04 ",Ⅳ,23.54914744 ,120.65357967 ,梅山
交力坪山,"1,126.04 ",Ⅳ,23.53092139 ,120.63431164 ,竹崎
生毛樹,"1,272.51 ",Ⅳ,23.56078881 ,120.67287431 ,梅山
塘湖山,890.25 ,Ⅳ,23.52780544 ,120.61995964 ,竹崎
芋蓁坑,926.95 ,Ⅳ,23.51508950 ,120.61863506 ,竹崎
頂坪,405.39 ,Ⅳ,23.49610242 ,120.58730689 ,竹崎
頂坪,493.41 ,Ⅳ,23.48969669 ,120.59280497 ,竹崎
圓潭,248.84 ,Ⅳ,23.48383053 ,120.56961272 ,竹崎
石草田,377.77 ,Ⅳ,23.47394700 ,120.58383206 ,竹崎
菜公店,306.92 ,Ⅳ,23.46605342 ,120.56100875 ,番路
客莊,279.93 ,Ⅳ,23.45263206 ,120.57605728 ,竹崎
埔尾,375.64 ,Ⅳ,23.44626900 ,120.59544400 ,番路
雙福,40.97 ,Ⅳ,23.54126203 ,120.44164389 ,民雄
橋頭,19.84 ,Ⅳ,23.54184233 ,120.39384061 ,民雄
牛稠,27.99 ,Ⅳ,23.51460922 ,120.39407292 ,民雄
厝子,19.84 ,Ⅳ,23.57157919 ,120.40025597 ,民雄
頂寮,25.98 ,Ⅳ,23.57752136 ,120.43113847 ,民雄
好收,34.50 ,Ⅳ,23.56624647 ,120.45204511 ,民雄
三疊溪,29.90 ,Ⅳ,23.58872692 ,120.44015839 ,大林
下崙子,24.87 ,Ⅳ,23.63644269 ,120.43723708 ,大埤
蘆竹角,27.24 ,Ⅳ,23.62525228 ,120.43413781 ,大埤
本廳,16.60 ,Ⅳ,23.58669925 ,120.39511619 ,溪口
元吉,23.71 ,Ⅳ,23.55461331 ,120.41229192 ,民雄
鴨母坔,23.05 ,Ⅳ,23.54021789 ,120.41617411 ,民雄
三間,16.05 ,Ⅳ,23.51447325 ,120.37254892 ,民雄
大坵園,18.78 ,Ⅳ,23.61934472 ,120.41044658 ,大埤
外口園子,12.00 ,Ⅳ,23.55931033 ,120.33601222 ,北港
中庄,28.21 ,Ⅳ,23.55894181 ,120.43950747 ,民雄
菜公厝,15.26 ,Ⅳ,23.54944569 ,120.34442508 ,新港
後庄,14.01 ,Ⅳ,23.57812072 ,120.33647353 ,新港
崙子頂寮,16.30 ,Ⅳ,23.60163992 ,120.35722069 ,元長
下埤頭,29.64 ,Ⅳ,23.60334175 ,120.44956175 ,大林
阿連,24.73 ,Ⅳ,23.59259656 ,120.42709986 ,溪口
雙援,19.98 ,Ⅳ,23.55032636 ,120.39231989 ,民雄
大潭,19.72 ,Ⅳ,23.55158811 ,120.37672836 ,新港
崙尾,15.48 ,Ⅳ,23.57794514 ,120.38004986 ,溪口
埤子頭,14.27 ,Ⅳ,23.59149519 ,120.37266892 ,溪口
小柴林腳,14.76 ,Ⅳ,23.59927819 ,120.38578981 ,溪口
排子路,19.37 ,Ⅳ,23.60884400 ,120.41821019 ,大埤
怡然,19.30 ,Ⅳ,23.64299153 ,120.39633556 ,大埤
游厝,17.39 ,Ⅳ,23.61092294 ,120.40493747 ,溪口
大埤頭,25.85 ,Ⅳ,23.64774231 ,120.43668606 ,大埤
後庄,24.85 ,Ⅳ,23.63742647 ,120.38606492 ,大埤
三塊厝,16.64 ,Ⅳ,23.62711828 ,120.39876208 ,大埤
卓運厝,21.15 ,Ⅳ,23.63842808 ,120.34270250 ,元長
來寮,15.23 ,Ⅳ,23.61739789 ,120.35840175 ,元長
溪北,16.81 ,Ⅳ,23.50852978 ,120.34258467 ,新港
月眉潭,16.85 ,Ⅳ,23.51830869 ,120.35597622 ,新港
烏岫,21.78 ,Ⅳ,23.49984208 ,120.40348733 ,嘉義西區
北社尾,28.66 ,Ⅳ,23.49953642 ,120.43344403 ,嘉義西區
下溪州,7.54 ,Ⅳ,23.39876697 ,120.24722775 ,義竹
龜拂山,10.27 ,Ⅳ,23.39955933 ,120.26974244 ,鹿草
南勢竹,9.73 ,Ⅳ,23.41626842 ,120.24969264 ,義竹
鴉母寮,7.02 ,Ⅳ,23.43344114 ,120.24617931 ,朴子
馬稠後,7.38 ,Ⅳ,23.44280864 ,120.27287842 ,朴子
苦瓜寮,5.17 ,Ⅳ,23.45357358 ,120.25485883 ,朴子
田寮,3.92 ,Ⅳ,23.48016608 ,120.23900872 ,六腳
